unit_type,unit_id,unit_name,basin,sub_basin,area_sqkm,state,district,forecast_issue_date,cycle_utc,forecast_issue_time_utc,valid_start_utc,valid_end_utc,valid_date,rain_forecast_daily_mm,rain_gfs_24h_mm,bias_factor,rain_gfs_bc_24h_mm,gfs_cal_factor,gfs_cal_threshold_mm,gfs_cal_samples,rain_gfs_cal_24h_mm,rain_icon_24h_mm,imd_observed_mm,observed_status,error_gfs_raw_mm,abs_error_gfs_raw_mm,pct_error_gfs_raw,updated_at_utc
district,Uttar Pradesh||Aligarh,Aligarh,,,,Uttar Pradesh,Aligarh,20260703,06,2026-07-03 06:00:00,2026-07-03 06:00:00,2026-07-04 06:00:00,20260704,0.3229,0.3229,3.0000,0.9687,1.0000,12.0000,0,0.3229,0.0000,0.9831,MATCHED,-0.6601999999999999,0.6601999999999999,-67.15491811616316,2026-07-03 12:56:55
district,Uttar Pradesh||Aligarh,Aligarh,,,,Uttar Pradesh,Aligarh,20260703,12,2026-07-03 12:00:00,2026-07-03 12:00:00,2026-07-04 12:00:00,20260704,0.0000,0.0000,1.0000,0.0000,1.0000,12.0000,0,0.0000,0.0000,0.9831,MATCHED,-0.9831,0.9831,-100.0,2026-07-03 17:42:45
district,Uttar Pradesh||Aligarh,Aligarh,,,,Uttar Pradesh,Aligarh,20260703,18,2026-07-03 18:00:00,2026-07-03 18:00:00,2026-07-04 18:00:00,20260704,0.0000,0.0000,1.0000,0.0000,1.0000,12.0000,0,0.0000,0.0000,0.9831,MATCHED,-0.9831,0.9831,-100.0,2026-07-03 23:48:44
district,Uttar Pradesh||Allahabad,Allahabad,,,,Uttar Pradesh,Allahabad,20260703,06,2026-07-03 06:00:00,2026-07-03 06:00:00,2026-07-04 06:00:00,20260704,0.0268,0.0268,1.0000,0.0268,1.0000,12.0000,0,0.0268,0.0000,0.5198,MATCHED,-0.49300000000000005,0.49300000000000005,-94.84417083493652,2026-07-03 12:56:55
district,Uttar Pradesh||Allahabad,Allahabad,,,,Uttar Pradesh,Allahabad,20260703,12,2026-07-03 12:00:00,2026-07-03 12:00:00,2026-07-04 12:00:00,20260704,0.0089,0.0089,1.0000,0.0089,1.0000,12.0000,0,0.0089,0.0000,0.5198,MATCHED,-0.5109,0.5109,-98.28780300115429,2026-07-03 17:42:45
district,Uttar Pradesh||Allahabad,Allahabad,,,,Uttar Pradesh,Allahabad,20260703,18,2026-07-03 18:00:00,2026-07-03 18:00:00,2026-07-04 18:00:00,20260704,0.0357,0.0357,1.0000,0.0357,1.0000,12.0000,0,0.0357,0.0000,0.5198,MATCHED,-0.48410000000000003,0.48410000000000003,-93.1319738360908,2026-07-03 23:48:44
district,Uttaranchal||Almora,Almora,,,,Uttaranchal,Almora,20260703,06,2026-07-03 06:00:00,2026-07-03 06:00:00,2026-07-04 06:00:00,20260704,8.8750,8.8750,0.3666,3.2533,0.5954,12.0000,6,8.8750,0.0000,0.3600,MATCHED,8.515,8.515,2365.277777777778,2026-07-03 12:56:55
district,Uttaranchal||Almora,Almora,,,,Uttaranchal,Almora,20260703,12,2026-07-03 12:00:00,2026-07-03 12:00:00,2026-07-04 12:00:00,20260704,6.7031,6.7031,0.4853,3.2533,0.5954,12.0000,6,6.7031,0.0000,0.3600,MATCHED,6.3431,6.3431,1761.9722222222222,2026-07-03 17:42:45
district,Uttaranchal||Almora,Almora,,,,Uttaranchal,Almora,20260703,18,2026-07-03 18:00:00,2026-07-03 18:00:00,2026-07-04 18:00:00,20260704,7.2500,7.2500,0.4487,3.2533,0.5954,12.0000,6,7.2500,0.0000,0.3600,MATCHED,6.89,6.89,1913.888888888889,2026-07-03 23:48:44
district,Rajasthan||Alwar,Alwar,,,,Rajasthan,Alwar,20260703,06,2026-07-03 06:00:00,2026-07-03 06:00:00,2026-07-04 06:00:00,20260704,0.2723,0.2723,3.0000,0.8170,1.0000,12.0000,0,0.2723,0.0000,0.5082,MATCHED,-0.2359,0.2359,-46.41873278236915,2026-07-03 12:56:55
district,Rajasthan||Alwar,Alwar,,,,Rajasthan,Alwar,20260703,12,2026-07-03 12:00:00,2026-07-03 12:00:00,2026-07-04 12:00:00,20260704,0.0134,0.0134,1.0000,0.0134,1.0000,12.0000,0,0.0134,0.0000,0.5082,MATCHED,-0.49479999999999996,0.49479999999999996,-97.36324281778826,2026-07-03 17:42:45
