parent_type,parent_id,parent_name,parent_key,parent_state,parent_basin,parent_sub_basin,child_type,child_id,child_name,child_key,child_state,child_basin,child_sub_basin,intersection_area_sqkm,parent_overlap_pct,child_overlap_pct
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,A01SUU20,Watershed A01SUU20,watershed||A01SUU20,,Indus (Up to border) Basin,Sutlaj Upper,8.8848,0.02,1.17
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA01,Watershed C2AARA01,watershed||C2AARA01,,Ganga Basin,Above Ramganga Confluence,629.9536,1.56,98.76
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA02,Watershed C2AARA02,watershed||C2AARA02,,Ganga Basin,Above Ramganga Confluence,576.1093,1.43,97.61
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA03,Watershed C2AARA03,watershed||C2AARA03,,Ganga Basin,Above Ramganga Confluence,477.748,1.19,98.3
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA04,Watershed C2AARA04,watershed||C2AARA04,,Ganga Basin,Above Ramganga Confluence,901.5946,2.24,100.0
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA05,Watershed C2AARA05,watershed||C2AARA05,,Ganga Basin,Above Ramganga Confluence,563.9974,1.4,96.02
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA06,Watershed C2AARA06,watershed||C2AARA06,,Ganga Basin,Above Ramganga Confluence,821.1546,2.04,100.0
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA07,Watershed C2AARA07,watershed||C2AARA07,,Ganga Basin,Above Ramganga Confluence,548.3466,1.36,96.89
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA08,Watershed C2AARA08,watershed||C2AARA08,,Ganga Basin,Above Ramganga Confluence,473.0303,1.17,97.48
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA09,Watershed C2AARA09,watershed||C2AARA09,,Ganga Basin,Above Ramganga Confluence,734.7521,1.83,100.0
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA10,Watershed C2AARA10,watershed||C2AARA10,,Ganga Basin,Above Ramganga Confluence,711.9187,1.77,100.0
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA11,Watershed C2AARA11,watershed||C2AARA11,,Ganga Basin,Above Ramganga Confluence,578.4158,1.44,99.89
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA12,Watershed C2AARA12,watershed||C2AARA12,,Ganga Basin,Above Ramganga Confluence,721.6577,1.79,98.75
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA13,Watershed C2AARA13,watershed||C2AARA13,,Ganga Basin,Above Ramganga Confluence,852.5302,2.12,97.66
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA14,Watershed C2AARA14,watershed||C2AARA14,,Ganga Basin,Above Ramganga Confluence,498.0016,1.24,100.0
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA15,Watershed C2AARA15,watershed||C2AARA15,,Ganga Basin,Above Ramganga Confluence,939.2024,2.33,98.44
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA16,Watershed C2AARA16,watershed||C2AARA16,,Ganga Basin,Above Ramganga Confluence,625.4275,1.55,100.0
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA17,Watershed C2AARA17,watershed||C2AARA17,,Ganga Basin,Above Ramganga Confluence,874.4821,2.17,98.53
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA18,Watershed C2AARA18,watershed||C2AARA18,,Ganga Basin,Above Ramganga Confluence,528.262,1.31,100.0
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA19,Watershed C2AARA19,watershed||C2AARA19,,Ganga Basin,Above Ramganga Confluence,542.2141,1.35,100.0
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA20,Watershed C2AARA20,watershed||C2AARA20,,Ganga Basin,Above Ramganga Confluence,1130.4803,2.81,97.7
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA21,Watershed C2AARA21,watershed||C2AARA21,,Ganga Basin,Above Ramganga Confluence,786.0728,1.95,99.44
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA22,Watershed C2AARA22,watershed||C2AARA22,,Ganga Basin,Above Ramganga Confluence,795.683,1.98,100.0
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA23,Watershed C2AARA23,watershed||C2AARA23,,Ganga Basin,Above Ramganga Confluence,907.1223,2.25,100.0
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA24,Watershed C2AARA24,watershed||C2AARA24,,Ganga Basin,Above Ramganga Confluence,1062.5557,2.64,100.0
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA25,Watershed C2AARA25,watershed||C2AARA25,,Ganga Basin,Above Ramganga Confluence,776.5386,1.93,100.0
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA26,Watershed C2AARA26,watershed||C2AARA26,,Ganga Basin,Above Ramganga Confluence,939.0341,2.33,99.17
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA27,Watershed C2AARA27,watershed||C2AARA27,,Ganga Basin,Above Ramganga Confluence,957.2355,2.38,99.94
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA28,Watershed C2AARA28,watershed||C2AARA28,,Ganga Basin,Above Ramganga Confluence,512.9738,1.27,100.0
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA29,Watershed C2AARA29,watershed||C2AARA29,,Ganga Basin,Above Ramganga Confluence,784.7257,1.95,99.44
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA30,Watershed C2AARA30,watershed||C2AARA30,,Ganga Basin,Above Ramganga Confluence,924.1814,2.3,98.46
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA31,Watershed C2AARA31,watershed||C2AARA31,,Ganga Basin,Above Ramganga Confluence,585.7651,1.46,100.0
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA32,Watershed C2AARA32,watershed||C2AARA32,,Ganga Basin,Above Ramganga Confluence,662.5403,1.65,100.0
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA33,Watershed C2AARA33,watershed||C2AARA33,,Ganga Basin,Above Ramganga Confluence,889.1968,2.21,98.93
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA34,Watershed C2AARA34,watershed||C2AARA34,,Ganga Basin,Above Ramganga Confluence,988.6708,2.46,98.99
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA35,Watershed C2AARA35,watershed||C2AARA35,,Ganga Basin,Above Ramganga Confluence,601.9326,1.5,98.79
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA36,Watershed C2AARA36,watershed||C2AARA36,,Ganga Basin,Above Ramganga Confluence,472.9309,1.17,98.31
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA37,Watershed C2AARA37,watershed||C2AARA37,,Ganga Basin,Above Ramganga Confluence,613.0078,1.52,99.77
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA38,Watershed C2AARA38,watershed||C2AARA38,,Ganga Basin,Above Ramganga Confluence,846.0213,2.1,98.21
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA39,Watershed C2AARA39,watershed||C2AARA39,,Ganga Basin,Above Ramganga Confluence,1071.6755,2.66,96.29
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA40,Watershed C2AARA40,watershed||C2AARA40,,Ganga Basin,Above Ramganga Confluence,959.3385,2.38,100.0
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA41,Watershed C2AARA41,watershed||C2AARA41,,Ganga Basin,Above Ramganga Confluence,703.3069,1.75,100.0
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA42,Watershed C2AARA42,watershed||C2AARA42,,Ganga Basin,Above Ramganga Confluence,1023.2848,2.54,100.0
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA43,Watershed C2AARA43,watershed||C2AARA43,,Ganga Basin,Above Ramganga Confluence,529.2095,1.31,97.74
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA44,Watershed C2AARA44,watershed||C2AARA44,,Ganga Basin,Above Ramganga Confluence,1383.2331,3.44,100.0
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA45,Watershed C2AARA45,watershed||C2AARA45,,Ganga Basin,Above Ramganga Confluence,904.08,2.25,97.14
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA46,Watershed C2AARA46,watershed||C2AARA46,,Ganga Basin,Above Ramganga Confluence,499.2253,1.24,100.0
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA47,Watershed C2AARA47,watershed||C2AARA47,,Ganga Basin,Above Ramganga Confluence,778.6438,1.93,98.76
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA48,Watershed C2AARA48,watershed||C2AARA48,,Ganga Basin,Above Ramganga Confluence,796.8218,1.98,95.85
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA49,Watershed C2AARA49,watershed||C2AARA49,,Ganga Basin,Above Ramganga Confluence,709.6029,1.76,99.01
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA50,Watershed C2AARA50,watershed||C2AARA50,,Ganga Basin,Above Ramganga Confluence,1230.6447,3.06,97.22
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AARA51,Watershed C2AARA51,watershed||C2AARA51,,Ganga Basin,Above Ramganga Confluence,1005.7277,2.5,96.54
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AGHA04,Watershed C2AGHA04,watershed||C2AGHA04,,Ganga Basin,Ghaghara,22.3745,0.06,2.58
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AGHA06,Watershed C2AGHA06,watershed||C2AGHA06,,Ganga Basin,Ghaghara,22.6137,0.06,2.05
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AGHA09,Watershed C2AGHA09,watershed||C2AGHA09,,Ganga Basin,Ghaghara,0.1123,0.0,0.02
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2ARAM01,Watershed C2ARAM01,watershed||C2ARAM01,,Ganga Basin,Ramganga,62.9408,0.16,5.59
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2ARAM02,Watershed C2ARAM02,watershed||C2ARAM02,,Ganga Basin,Ramganga,0.4308,0.0,0.04
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2ARAM03,Watershed C2ARAM03,watershed||C2ARAM03,,Ganga Basin,Ramganga,13.0983,0.03,1.24
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2ARAM05,Watershed C2ARAM05,watershed||C2ARAM05,,Ganga Basin,Ramganga,20.8464,0.05,1.88
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2ARAM11,Watershed C2ARAM11,watershed||C2ARAM11,,Ganga Basin,Ramganga,10.2672,0.03,1.04
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2ARAM12,Watershed C2ARAM12,watershed||C2ARAM12,,Ganga Basin,Ramganga,72.8535,0.18,8.64
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2ARAM24,Watershed C2ARAM24,watershed||C2ARAM24,,Ganga Basin,Ramganga,10.1782,0.03,1.22
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2ARAM25,Watershed C2ARAM25,watershed||C2ARAM25,,Ganga Basin,Ramganga,15.2766,0.04,1.64
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2ARAM26,Watershed C2ARAM26,watershed||C2ARAM26,,Ganga Basin,Ramganga,13.8749,0.03,2.76
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2ARAM29,Watershed C2ARAM29,watershed||C2ARAM29,,Ganga Basin,Ramganga,9.2931,0.02,1.9
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2ARAM30,Watershed C2ARAM30,watershed||C2ARAM30,,Ganga Basin,Ramganga,29.5324,0.07,4.62
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2ARAM40,Watershed C2ARAM40,watershed||C2ARAM40,,Ganga Basin,Ramganga,2.2106,0.01,0.35
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AUGO01,Watershed C2AUGO01,watershed||C2AUGO01,,Ganga Basin,Upstream of Gomti confluece to Muzaffarnagar,17.891,0.04,2.88
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AUGO02,Watershed C2AUGO02,watershed||C2AUGO02,,Ganga Basin,Upstream of Gomti confluece to Muzaffarnagar,17.2989,0.04,2.49
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AUGO08,Watershed C2AUGO08,watershed||C2AUGO08,,Ganga Basin,Upstream of Gomti confluece to Muzaffarnagar,49.3383,0.12,4.14
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AUGO09,Watershed C2AUGO09,watershed||C2AUGO09,,Ganga Basin,Upstream of Gomti confluece to Muzaffarnagar,5.8025,0.01,1.03
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AUGO10,Watershed C2AUGO10,watershed||C2AUGO10,,Ganga Basin,Upstream of Gomti confluece to Muzaffarnagar,18.9305,0.05,2.41
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AUGO11,Watershed C2AUGO11,watershed||C2AUGO11,,Ganga Basin,Upstream of Gomti confluece to Muzaffarnagar,18.8376,0.05,2.72
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AUGO12,Watershed C2AUGO12,watershed||C2AUGO12,,Ganga Basin,Upstream of Gomti confluece to Muzaffarnagar,6.5719,0.02,0.59
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AUGO13,Watershed C2AUGO13,watershed||C2AUGO13,,Ganga Basin,Upstream of Gomti confluece to Muzaffarnagar,32.9076,0.08,3.27
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AYAU01,Watershed C2AYAU01,watershed||C2AYAU01,,Ganga Basin,Yamuna Upper,3.7448,0.01,0.41
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AYAU08,Watershed C2AYAU08,watershed||C2AYAU08,,Ganga Basin,Yamuna Upper,11.342,0.03,0.88
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AYAU09,Watershed C2AYAU09,watershed||C2AYAU09,,Ganga Basin,Yamuna Upper,49.2267,0.12,4.29
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AYAU13,Watershed C2AYAU13,watershed||C2AYAU13,,Ganga Basin,Yamuna Upper,9.0398,0.02,0.76
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AYAU40,Watershed C2AYAU40,watershed||C2AYAU40,,Ganga Basin,Yamuna Upper,0.6288,0.0,0.09
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AYAU41,Watershed C2AYAU41,watershed||C2AYAU41,,Ganga Basin,Yamuna Upper,31.8212,0.08,4.45
subbasin,ARA,Above Ramganga Confluence,subbasin||ARA,,Ganga Basin,Above Ramganga Confluence,watershed,C2AYAU42,Watershed C2AYAU42,watershed||C2AYAU42,,Ganga Basin,Yamuna Upper,4.2474,0.01,0.45
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C06SUB15,Watershed C06SUB15,watershed||C06SUB15,,Subernarekha Basin,Subernarekha,7.3206,0.05,1.22
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C06SUB16,Watershed C06SUB16,watershed||C06SUB16,,Subernarekha Basin,Subernarekha,14.2432,0.1,2.1
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C06SUB17,Watershed C06SUB17,watershed||C06SUB17,,Subernarekha Basin,Subernarekha,0.0389,0.0,0.01
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C06SUB18,Watershed C06SUB18,watershed||C06SUB18,,Subernarekha Basin,Subernarekha,1.788,0.01,0.38
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C06SUB33,Watershed C06SUB33,watershed||C06SUB33,,Subernarekha Basin,Subernarekha,5.5533,0.04,1.15
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C06SUB37,Watershed C06SUB37,watershed||C06SUB37,,Subernarekha Basin,Subernarekha,35.2978,0.24,5.07
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C06SUB38,Watershed C06SUB38,watershed||C06SUB38,,Subernarekha Basin,Subernarekha,6.9388,0.05,0.94
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C06SUB45,Watershed C06SUB45,watershed||C06SUB45,,Subernarekha Basin,Subernarekha,3.4806,0.02,0.69
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BAI01,Watershed C07BAI01,watershed||C07BAI01,,Brahmani and Baitarni Basin,Baitarni,844.214,5.66,99.01
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BAI02,Watershed C07BAI02,watershed||C07BAI02,,Brahmani and Baitarni Basin,Baitarni,912.4805,6.12,96.29
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BAI03,Watershed C07BAI03,watershed||C07BAI03,,Brahmani and Baitarni Basin,Baitarni,772.58,5.18,100.0
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BAI04,Watershed C07BAI04,watershed||C07BAI04,,Brahmani and Baitarni Basin,Baitarni,487.1007,3.27,96.34
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BAI05,Watershed C07BAI05,watershed||C07BAI05,,Brahmani and Baitarni Basin,Baitarni,587.9422,3.94,98.71
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BAI06,Watershed C07BAI06,watershed||C07BAI06,,Brahmani and Baitarni Basin,Baitarni,593.992,3.98,98.91
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BAI07,Watershed C07BAI07,watershed||C07BAI07,,Brahmani and Baitarni Basin,Baitarni,598.7489,4.02,99.99
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BAI08,Watershed C07BAI08,watershed||C07BAI08,,Brahmani and Baitarni Basin,Baitarni,666.1805,4.47,100.0
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BAI09,Watershed C07BAI09,watershed||C07BAI09,,Brahmani and Baitarni Basin,Baitarni,649.8034,4.36,99.47
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BAI10,Watershed C07BAI10,watershed||C07BAI10,,Brahmani and Baitarni Basin,Baitarni,677.7029,4.55,100.0
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BAI11,Watershed C07BAI11,watershed||C07BAI11,,Brahmani and Baitarni Basin,Baitarni,559.1568,3.75,100.0
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BAI12,Watershed C07BAI12,watershed||C07BAI12,,Brahmani and Baitarni Basin,Baitarni,904.3788,6.07,99.87
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BAI13,Watershed C07BAI13,watershed||C07BAI13,,Brahmani and Baitarni Basin,Baitarni,634.7628,4.26,95.99
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BAI14,Watershed C07BAI14,watershed||C07BAI14,,Brahmani and Baitarni Basin,Baitarni,731.0978,4.9,98.86
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BAI15,Watershed C07BAI15,watershed||C07BAI15,,Brahmani and Baitarni Basin,Baitarni,706.7145,4.74,98.26
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BAI16,Watershed C07BAI16,watershed||C07BAI16,,Brahmani and Baitarni Basin,Baitarni,538.5661,3.61,99.98
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BAI17,Watershed C07BAI17,watershed||C07BAI17,,Brahmani and Baitarni Basin,Baitarni,571.8575,3.84,100.0
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BAI18,Watershed C07BAI18,watershed||C07BAI18,,Brahmani and Baitarni Basin,Baitarni,977.6367,6.56,99.51
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BAI19,Watershed C07BAI19,watershed||C07BAI19,,Brahmani and Baitarni Basin,Baitarni,816.6239,5.48,99.96
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BAI20,Watershed C07BAI20,watershed||C07BAI20,,Brahmani and Baitarni Basin,Baitarni,466.6444,3.13,94.76
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BAI21,Watershed C07BAI21,watershed||C07BAI21,,Brahmani and Baitarni Basin,Baitarni,659.3706,4.42,96.98
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BRA14,Watershed C07BRA14,watershed||C07BRA14,,Brahmani and Baitarni Basin,Brahmani,16.0367,0.11,1.73
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BRA32,Watershed C07BRA32,watershed||C07BRA32,,Brahmani and Baitarni Basin,Brahmani,1.2035,0.01,0.13
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BRA35,Watershed C07BRA35,watershed||C07BRA35,,Brahmani and Baitarni Basin,Brahmani,0.8768,0.01,0.13
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BRA37,Watershed C07BRA37,watershed||C07BRA37,,Brahmani and Baitarni Basin,Brahmani,18.9,0.13,3.34
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BRA39,Watershed C07BRA39,watershed||C07BRA39,,Brahmani and Baitarni Basin,Brahmani,21.6244,0.15,3.47
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BRA52,Watershed C07BRA52,watershed||C07BRA52,,Brahmani and Baitarni Basin,Brahmani,6.6505,0.04,1.55
subbasin,BAI,Baitarni,subbasin||BAI,,Brahmani and Baitarni Basin,Baitarni,watershed,C07BRA54,Watershed C07BRA54,watershed||C07BRA54,,Brahmani and Baitarni Basin,Brahmani,0.1908,0.0,0.02
