parent_type,parent_id,parent_name,parent_key,parent_state,parent_basin,parent_sub_basin,child_type,child_id,child_name,child_key,child_state,child_basin,child_sub_basin,intersection_area_sqkm,parent_overlap_pct,child_overlap_pct
subbasin,BAM,Barmer,subbasin||BAM,,Indus (Up to border) Basin,Barmer,watershed,B20LUU72,Watershed B20LUU72,watershed||B20LUU72,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Luni Upper,12.9001,0.06,1.65
subbasin,BAM,Barmer,subbasin||BAM,,Indus (Up to border) Basin,Barmer,watershed,B20LUU77,Watershed B20LUU77,watershed||B20LUU77,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Luni Upper,0.0323,0.0,0.0
subbasin,BAM,Barmer,subbasin||BAM,,Indus (Up to border) Basin,Barmer,watershed,B20LUU78,Watershed B20LUU78,watershed||B20LUU78,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Luni Upper,4.8062,0.02,0.63
subbasin,BAM,Barmer,subbasin||BAM,,Indus (Up to border) Basin,Barmer,watershed,B20LUU80,Watershed B20LUU80,watershed||B20LUU80,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Luni Upper,0.7024,0.0,0.09
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA01,Watershed A01BEA01,watershed||A01BEA01,,Indus (Up to border) Basin,Beas,595.0089,3.07,94.41
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA02,Watershed A01BEA02,watershed||A01BEA02,,Indus (Up to border) Basin,Beas,642.0843,3.31,99.81
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA03,Watershed A01BEA03,watershed||A01BEA03,,Indus (Up to border) Basin,Beas,803.0096,4.14,98.94
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA04,Watershed A01BEA04,watershed||A01BEA04,,Indus (Up to border) Basin,Beas,514.1109,2.65,100.0
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA05,Watershed A01BEA05,watershed||A01BEA05,,Indus (Up to border) Basin,Beas,835.2375,4.31,99.91
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA06,Watershed A01BEA06,watershed||A01BEA06,,Indus (Up to border) Basin,Beas,737.423,3.8,98.99
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA07,Watershed A01BEA07,watershed||A01BEA07,,Indus (Up to border) Basin,Beas,674.2735,3.48,97.07
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA08,Watershed A01BEA08,watershed||A01BEA08,,Indus (Up to border) Basin,Beas,646.3519,3.33,99.72
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA09,Watershed A01BEA09,watershed||A01BEA09,,Indus (Up to border) Basin,Beas,823.0534,4.25,98.59
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA10,Watershed A01BEA10,watershed||A01BEA10,,Indus (Up to border) Basin,Beas,418.5072,2.16,94.45
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA11,Watershed A01BEA11,watershed||A01BEA11,,Indus (Up to border) Basin,Beas,536.4919,2.77,100.0
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA12,Watershed A01BEA12,watershed||A01BEA12,,Indus (Up to border) Basin,Beas,434.3738,2.24,98.91
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA13,Watershed A01BEA13,watershed||A01BEA13,,Indus (Up to border) Basin,Beas,588.6463,3.04,99.73
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA14,Watershed A01BEA14,watershed||A01BEA14,,Indus (Up to border) Basin,Beas,685.1461,3.53,100.0
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA15,Watershed A01BEA15,watershed||A01BEA15,,Indus (Up to border) Basin,Beas,532.3609,2.75,98.42
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA16,Watershed A01BEA16,watershed||A01BEA16,,Indus (Up to border) Basin,Beas,583.9427,3.01,97.52
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA17,Watershed A01BEA17,watershed||A01BEA17,,Indus (Up to border) Basin,Beas,425.3003,2.19,99.68
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA18,Watershed A01BEA18,watershed||A01BEA18,,Indus (Up to border) Basin,Beas,344.8892,1.78,97.68
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA19,Watershed A01BEA19,watershed||A01BEA19,,Indus (Up to border) Basin,Beas,675.7794,3.49,99.06
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA20,Watershed A01BEA20,watershed||A01BEA20,,Indus (Up to border) Basin,Beas,807.2639,4.16,100.0
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA21,Watershed A01BEA21,watershed||A01BEA21,,Indus (Up to border) Basin,Beas,506.071,2.61,100.0
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA22,Watershed A01BEA22,watershed||A01BEA22,,Indus (Up to border) Basin,Beas,613.4885,3.16,94.95
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA23,Watershed A01BEA23,watershed||A01BEA23,,Indus (Up to border) Basin,Beas,1020.4966,5.26,99.64
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA24,Watershed A01BEA24,watershed||A01BEA24,,Indus (Up to border) Basin,Beas,799.6226,4.12,98.8
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA25,Watershed A01BEA25,watershed||A01BEA25,,Indus (Up to border) Basin,Beas,379.9787,1.96,99.43
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA26,Watershed A01BEA26,watershed||A01BEA26,,Indus (Up to border) Basin,Beas,542.6533,2.8,100.0
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA27,Watershed A01BEA27,watershed||A01BEA27,,Indus (Up to border) Basin,Beas,673.2603,3.47,97.87
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA28,Watershed A01BEA28,watershed||A01BEA28,,Indus (Up to border) Basin,Beas,647.934,3.34,99.68
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA29,Watershed A01BEA29,watershed||A01BEA29,,Indus (Up to border) Basin,Beas,584.135,3.01,96.76
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01BEA30,Watershed A01BEA30,watershed||A01BEA30,,Indus (Up to border) Basin,Beas,725.5443,3.74,97.09
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01CHE02,Watershed A01CHE02,watershed||A01CHE02,,Indus (Up to border) Basin,Chenab,12.9993,0.07,2.11
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01CHE03,Watershed A01CHE03,watershed||A01CHE03,,Indus (Up to border) Basin,Chenab,18.9939,0.1,3.69
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01CHE04,Watershed A01CHE04,watershed||A01CHE04,,Indus (Up to border) Basin,Chenab,10.8774,0.06,2.06
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01RAV01,Watershed A01RAV01,watershed||A01RAV01,,Indus (Up to border) Basin,Ravi,19.8368,0.1,3.16
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01RAV02,Watershed A01RAV02,watershed||A01RAV02,,Indus (Up to border) Basin,Ravi,5.5322,0.03,0.84
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01RAV04,Watershed A01RAV04,watershed||A01RAV04,,Indus (Up to border) Basin,Ravi,5.3161,0.03,1.01
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01RAV08,Watershed A01RAV08,watershed||A01RAV08,,Indus (Up to border) Basin,Ravi,11.7574,0.06,2.02
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01RAV10,Watershed A01RAV10,watershed||A01RAV10,,Indus (Up to border) Basin,Ravi,11.3967,0.06,1.75
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01RAV11,Watershed A01RAV11,watershed||A01RAV11,,Indus (Up to border) Basin,Ravi,4.401,0.02,0.85
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01RAV15,Watershed A01RAV15,watershed||A01RAV15,,Indus (Up to border) Basin,Ravi,42.7416,0.22,8.18
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01RAV18,Watershed A01RAV18,watershed||A01RAV18,,Indus (Up to border) Basin,Ravi,0.4102,0.0,0.05
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01SUL01,Watershed A01SUL01,watershed||A01SUL01,,Indus (Up to border) Basin,Sutlaj Lower,11.3328,0.06,1.77
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01SUL11,Watershed A01SUL11,watershed||A01SUL11,,Indus (Up to border) Basin,Sutlaj Lower,7.1332,0.04,0.65
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01SUL14,Watershed A01SUL14,watershed||A01SUL14,,Indus (Up to border) Basin,Sutlaj Lower,12.2311,0.06,1.34
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01SUL15,Watershed A01SUL15,watershed||A01SUL15,,Indus (Up to border) Basin,Sutlaj Lower,11.0069,0.06,1.35
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01SUL16,Watershed A01SUL16,watershed||A01SUL16,,Indus (Up to border) Basin,Sutlaj Lower,12.2705,0.06,1.9
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01SUU11,Watershed A01SUU11,watershed||A01SUU11,,Indus (Up to border) Basin,Sutlaj Upper,5.6499,0.03,1.03
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01SUU12,Watershed A01SUU12,watershed||A01SUU12,,Indus (Up to border) Basin,Sutlaj Upper,0.3509,0.0,0.07
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01SUU23,Watershed A01SUU23,watershed||A01SUU23,,Indus (Up to border) Basin,Sutlaj Upper,1.4641,0.01,0.16
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01SUU24,Watershed A01SUU24,watershed||A01SUU24,,Indus (Up to border) Basin,Sutlaj Upper,4.6322,0.02,0.58
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01SUU25,Watershed A01SUU25,watershed||A01SUU25,,Indus (Up to border) Basin,Sutlaj Upper,18.0613,0.09,2.45
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01SUU26,Watershed A01SUU26,watershed||A01SUU26,,Indus (Up to border) Basin,Sutlaj Upper,2.3794,0.01,0.27
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01SUU27,Watershed A01SUU27,watershed||A01SUU27,,Indus (Up to border) Basin,Sutlaj Upper,2.7247,0.01,0.48
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01SUU29,Watershed A01SUU29,watershed||A01SUU29,,Indus (Up to border) Basin,Sutlaj Upper,13.021,0.07,2.04
subbasin,BEA,Beas,subbasin||BEA,,Indus (Up to border) Basin,Beas,watershed,A01SUU31,Watershed A01SUU31,watershed||A01SUU31,,Indus (Up to border) Basin,Sutlaj Upper,0.0243,0.0,0.0
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B11SAL13,Watershed B11SAL13,watershed||B11SAL13,,Sabarmati Basin,Sabarmati Lower,6.1534,0.03,0.62
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA01,Watershed B20BHA01,watershed||B20BHA01,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,385.739,2.01,97.85
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA02,Watershed B20BHA02,watershed||B20BHA02,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,534.9379,2.79,98.93
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA03,Watershed B20BHA03,watershed||B20BHA03,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,744.9748,3.89,98.18
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA04,Watershed B20BHA04,watershed||B20BHA04,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,699.2909,3.65,98.87
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA05,Watershed B20BHA05,watershed||B20BHA05,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,801.2942,4.18,99.16
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA06,Watershed B20BHA06,watershed||B20BHA06,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,550.0792,2.87,99.72
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA07,Watershed B20BHA07,watershed||B20BHA07,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,546.9613,2.86,99.65
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA08,Watershed B20BHA08,watershed||B20BHA08,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,459.3373,2.4,99.51
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA09,Watershed B20BHA09,watershed||B20BHA09,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,582.6115,3.04,100.0
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA10,Watershed B20BHA10,watershed||B20BHA10,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,709.5069,3.7,97.87
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA11,Watershed B20BHA11,watershed||B20BHA11,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,674.8318,3.52,100.0
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA12,Watershed B20BHA12,watershed||B20BHA12,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,780.2924,4.07,99.72
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA13,Watershed B20BHA13,watershed||B20BHA13,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,678.3851,3.54,93.58
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA14,Watershed B20BHA14,watershed||B20BHA14,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,659.2579,3.44,100.0
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA15,Watershed B20BHA15,watershed||B20BHA15,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,762.5659,3.98,100.0
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA16,Watershed B20BHA16,watershed||B20BHA16,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,376.3133,1.96,100.0
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA17,Watershed B20BHA17,watershed||B20BHA17,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,654.0704,3.41,100.0
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA18,Watershed B20BHA18,watershed||B20BHA18,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,654.2322,3.42,99.73
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA19,Watershed B20BHA19,watershed||B20BHA19,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,353.6267,1.85,100.0
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA20,Watershed B20BHA20,watershed||B20BHA20,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,722.5333,3.77,99.79
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA21,Watershed B20BHA21,watershed||B20BHA21,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,948.03,4.95,99.34
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA22,Watershed B20BHA22,watershed||B20BHA22,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,899.7461,4.7,97.22
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA23,Watershed B20BHA23,watershed||B20BHA23,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,793.7797,4.14,100.0
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA24,Watershed B20BHA24,watershed||B20BHA24,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,673.2655,3.52,99.59
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA25,Watershed B20BHA25,watershed||B20BHA25,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,339.2582,1.77,95.81
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA26,Watershed B20BHA26,watershed||B20BHA26,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,509.5975,2.66,97.74
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA27,Watershed B20BHA27,watershed||B20BHA27,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,487.1497,2.54,98.99
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA28,Watershed B20BHA28,watershed||B20BHA28,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,570.3168,2.98,100.0
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA29,Watershed B20BHA29,watershed||B20BHA29,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,703.9512,3.68,99.81
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20BHA30,Watershed B20BHA30,watershed||B20BHA30,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,528.3402,2.76,95.26
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20RAN27,Watershed B20RAN27,watershed||B20RAN27,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Drainage of Rann,1.9411,0.01,0.31
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20RAN28,Watershed B20RAN28,watershed||B20RAN28,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Drainage of Rann,2.3093,0.01,0.4
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20RAN31,Watershed B20RAN31,watershed||B20RAN31,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Drainage of Rann,12.2,0.06,1.26
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20RAN35,Watershed B20RAN35,watershed||B20RAN35,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Drainage of Rann,3.391,0.02,0.83
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20RAN36,Watershed B20RAN36,watershed||B20RAN36,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Drainage of Rann,0.0537,0.0,0.01
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20RAN38,Watershed B20RAN38,watershed||B20RAN38,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Drainage of Rann,3.2284,0.02,0.48
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20RAN39,Watershed B20RAN39,watershed||B20RAN39,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Drainage of Rann,15.6084,0.08,3.21
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20RAN40,Watershed B20RAN40,watershed||B20RAN40,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Drainage of Rann,17.8717,0.09,4.79
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20SAR39,Watershed B20SAR39,watershed||B20SAR39,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Saraswati,17.7281,0.09,2.37
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20SHE09,Watershed B20SHE09,watershed||B20SHE09,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Shetranjuli and other east flowing rivers,0.7937,0.0,0.17
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20SHE10,Watershed B20SHE10,watershed||B20SHE10,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Shetranjuli and other east flowing rivers,0.3042,0.0,0.04
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20SHE16,Watershed B20SHE16,watershed||B20SHE16,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Shetranjuli and other east flowing rivers,8.2959,0.04,1.95
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20SHE17,Watershed B20SHE17,watershed||B20SHE17,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Shetranjuli and other east flowing rivers,8.7525,0.05,1.32
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20SHE18,Watershed B20SHE18,watershed||B20SHE18,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Shetranjuli and other east flowing rivers,39.859,0.21,6.17
subbasin,BHA,Bhadar and other west flowing rivers,subbasin||BHA,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Bhadar and other west flowing rivers,watershed,B20SHE31,Watershed B20SHE31,watershed||B20SHE31,,West flowing rivers of Kutch and Saurashtra including Luni Basin,Shetranjuli and other east flowing rivers,2.9696,0.02,0.49
