state,district,rain_gfs_mm,imd_mean_mm,bias_factor,rain_gfs_bc_mm,rain_icon_mm,alert_gfs_raw,alert_gfs_bc,alert_icon,gfs_cal_factor,gfs_cal_threshold_mm,gfs_cal_samples,rain_gfs_cal_mm,alert_gfs_cal,date,cycle_utc
Gujarat,Junagadh,0.28977272659540176,3.6205693714645406,3.0,0.8693181797862053,0.0,NO ALERT,NO ALERT,NO ALERT,1.1203769591448236,12.0,13,0.28977272659540176,NO ALERT,20260711,06
Gujarat,Kachchh,0.10416666930541396,2.0250569240912184,3.0,0.3125000079162419,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,0.10416666930541396,NO ALERT,20260711,06
Gujarat,Kheda,0.0416666679084301,3.163180482646102,1.0,0.0416666679084301,0.0,NO ALERT,NO ALERT,NO ALERT,0.579596473278461,12.0,10,0.0416666679084301,NO ALERT,20260711,06
Gujarat,Mahesana,0.10714285541325808,2.6270610681514452,3.0,0.3214285662397742,0.0,NO ALERT,NO ALERT,NO ALERT,0.6530137904098657,12.0,9,0.10714285541325808,NO ALERT,20260711,06
Gujarat,Narmada,0.34375,5.34905416001502,3.0,1.03125,0.0,NO ALERT,NO ALERT,NO ALERT,1.3075005157472714,12.0,12,0.34375,NO ALERT,20260711,06
Gujarat,Navsari,0.671875,6.1155705042642685,3.0,2.015625,0.0,NO ALERT,NO ALERT,NO ALERT,2.8060194278544572,12.0,19,0.671875,NO ALERT,20260711,06
Gujarat,Panch Mahals,0.08750000223517418,3.3990253138909603,1.0,0.08750000223517418,0.0,NO ALERT,NO ALERT,NO ALERT,0.7437498862397057,12.0,9,0.08750000223517418,NO ALERT,20260711,06
Gujarat,Patan,0.06944444635882974,2.0096662662843956,1.0,0.06944444635882974,0.0,NO ALERT,NO ALERT,NO ALERT,0.3858872947050103,12.0,5,0.06944444635882974,NO ALERT,20260711,06
Gujarat,Porbandar,0.2708333311602473,3.1946614089757883,3.0,0.812499993480742,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,0.2708333311602473,NO ALERT,20260711,06
Gujarat,Rajkot,0.03333333367481828,2.388839702446983,1.0,0.03333333367481828,0.0,NO ALERT,NO ALERT,NO ALERT,0.8644045334384368,12.0,4,0.03333333367481828,NO ALERT,20260711,06
Gujarat,Sabar Kantha,0.13888889038935304,3.5320490326284455,3.0,0.4166666711680591,0.0,NO ALERT,NO ALERT,NO ALERT,0.7939158962953418,12.0,9,0.13888889038935304,NO ALERT,20260711,06
Gujarat,Surat,0.481250009033829,4.690214726257405,3.0,1.443750027101487,0.0,NO ALERT,NO ALERT,NO ALERT,1.752471142489506,12.0,12,0.481250009033829,NO ALERT,20260711,06
Gujarat,Surendranagar,0.004166666883975267,1.9329296547555488,1.0,0.004166666883975267,0.0,NO ALERT,NO ALERT,NO ALERT,0.5595080357287554,12.0,3,0.004166666883975267,NO ALERT,20260711,06
Gujarat,The Dangs,0.895833320915699,6.600081143191416,3.0,2.687499962747097,0.0,NO ALERT,NO ALERT,NO ALERT,3.41961344310863,12.0,11,0.895833320915699,NO ALERT,20260711,06
Gujarat,Vadodara,0.09375000046566129,3.6477713673320262,1.0,0.09375000046566129,0.0,NO ALERT,NO ALERT,NO ALERT,0.8002536503455903,12.0,11,0.09375000046566129,NO ALERT,20260711,06
Gujarat,Valsad,0.984375,8.312652764760264,3.0,2.953125,0.0,NO ALERT,NO ALERT,NO ALERT,1.8843967870372056,12.0,20,0.984375,NO ALERT,20260711,06
Haryana,Ambala,3.4166665878146887,2.704910964944047,0.7916812763033214,2.704910964944047,0.0,NO ALERT,NO ALERT,NO ALERT,1.1853485685291052,12.0,5,3.4166665878146887,NO ALERT,20260711,06
Haryana,Bhiwani,0.008928571827709675,1.7535685586427756,1.0,0.008928571827709675,0.0,NO ALERT,NO ALERT,NO ALERT,1.222472124575393,12.0,2,0.008928571827709675,NO ALERT,20260711,06
Haryana,Faridabad,0.0,1.7016664346501436,1.0,0.0,0.0,NO ALERT,NO ALERT,NO ALERT,0.3713523727264235,12.0,5,0.0,NO ALERT,20260711,06
Haryana,Fatehabad,0.0,1.5311414072162484,1.0,0.0,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,0.0,NO ALERT,20260711,06
Haryana,Gurgaon,0.015625,2.600977749413211,1.0,0.015625,0.0,NO ALERT,NO ALERT,NO ALERT,0.5492764938901884,12.0,6,0.015625,NO ALERT,20260711,06
Haryana,Hisar,0.10000000149011612,1.6381996895189155,3.0,0.30000000447034836,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,0.10000000149011612,NO ALERT,20260711,06
Haryana,Jhajjar,0.0,2.458093470933775,1.0,0.0,0.0,NO ALERT,NO ALERT,NO ALERT,0.4190493258668228,12.0,5,0.0,NO ALERT,20260711,06
Haryana,Jind,0.28125,1.3022532545948682,3.0,0.84375,0.0,NO ALERT,NO ALERT,NO ALERT,0.25,12.0,3,0.28125,NO ALERT,20260711,06
Haryana,Kaithal,3.770833410322666,1.7808083626709572,0.47225856167392327,1.7808083626709572,0.0,NO ALERT,NO ALERT,NO ALERT,0.25,12.0,4,3.770833410322666,NO ALERT,20260711,06
Haryana,Karnal,2.0375000508502126,1.8186899942037178,0.8926085638352798,1.8186899942037178,0.0,NO ALERT,NO ALERT,NO ALERT,0.40175118622643224,12.0,5,2.0375000508502126,NO ALERT,20260711,06
Haryana,Kurukshetra,6.15625,2.771564780522699,0.45020341612551457,2.771564780522699,0.0,NO ALERT,NO ALERT,NO ALERT,0.8067728080803656,12.0,6,6.15625,NO ALERT,20260711,06
Haryana,Mahendragarh,0.0,2.597586792921775,1.0,0.0,0.0,NO ALERT,NO ALERT,NO ALERT,0.721209187494707,12.0,2,0.0,NO ALERT,20260711,06
Haryana,Panchkula,1.9375,6.045965971930387,3.0,5.8125,0.0,NO ALERT,NO ALERT,NO ALERT,2.4340780183086244,12.0,3,1.9375,NO ALERT,20260711,06
Haryana,Panipat,0.4375,2.0180696275952745,3.0,1.3125,0.0,NO ALERT,NO ALERT,NO ALERT,0.25,12.0,5,0.4375,NO ALERT,20260711,06
Haryana,Rewari,0.0,2.517367081058352,1.0,0.0,0.0,NO ALERT,NO ALERT,NO ALERT,0.25,12.0,4,0.0,NO ALERT,20260711,06
Haryana,Rohtak,0.0625,2.1793504667132413,1.0,0.0625,0.0,NO ALERT,NO ALERT,NO ALERT,0.25,12.0,3,0.0625,NO ALERT,20260711,06
Haryana,Sirsa,0.0,1.5294669070778644,1.0,0.0,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,0.0,NO ALERT,20260711,06
Haryana,Sonepat,0.0416666679084301,1.9471330397341349,1.0,0.0416666679084301,0.0,NO ALERT,NO ALERT,NO ALERT,0.4024532624785491,12.0,5,0.0416666679084301,NO ALERT,20260711,06
Haryana,Yamuna Nagar,1.09375,3.416164347345698,3.0,3.28125,0.0,NO ALERT,NO ALERT,NO ALERT,0.6637004207354967,12.0,6,1.09375,NO ALERT,20260711,06
Himachal Pradesh,Bilaspur,2.09375,4.557276909145182,2.1766098670544154,4.557276909145182,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,2.09375,NO ALERT,20260711,06
Himachal Pradesh,Chamba,7.767045393586159,4.028085545694472,0.5186123347522559,4.028085545694472,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,7.767045393586159,NO ALERT,20260711,06
Himachal Pradesh,Hamirpur,2.0625,5.297622990618422,2.568544480299841,5.297622990618422,0.0,NO ALERT,NO ALERT,NO ALERT,0.540041956158192,12.0,1,2.0625,NO ALERT,20260711,06
Himachal Pradesh,Kangra,2.96875,6.058689285748422,2.040821654146837,6.0586892857484225,0.0,NO ALERT,NO ALERT,NO ALERT,1.099454665654584,12.0,1,2.96875,NO ALERT,20260711,06
Himachal Pradesh,Kinnaur,1.8068181723356247,1.4515587624955741,0.8033784388050423,1.4515587624955741,0.0,NO ALERT,NO ALERT,NO ALERT,0.8084682466343067,12.0,2,1.8068181723356247,NO ALERT,20260711,06
Himachal Pradesh,Kullu,6.3984375,4.135258982519376,0.6462920021519905,4.135258982519376,0.0,NO ALERT,NO ALERT,NO ALERT,1.5439127886070396,12.0,2,6.3984375,NO ALERT,20260711,06
Himachal Pradesh,Lahul and Spiti,2.43055559694767,1.9885549933670863,0.8181483261951897,1.9885549933670863,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,2.43055559694767,NO ALERT,20260711,06
Himachal Pradesh,Mandi,5.287500038743019,5.930121652994254,1.12153600180474,5.930121652994253,0.0,NO ALERT,NO ALERT,NO ALERT,0.843330928363945,12.0,3,5.287500038743019,NO ALERT,20260711,06
Himachal Pradesh,Shimla,4.368055634200573,4.0182339860378695,0.9199136463776458,4.0182339860378695,0.0,NO ALERT,NO ALERT,NO ALERT,1.871591792912362,12.0,4,4.368055634200573,NO ALERT,20260711,06
Himachal Pradesh,Sirmaur,2.1499999910593033,5.561047621083586,2.586533788004186,5.561047621083586,0.0,NO ALERT,NO ALERT,NO ALERT,1.430486460950691,12.0,6,2.1499999910593033,NO ALERT,20260711,06
Himachal Pradesh,Solan,2.71875,4.776543091523321,1.756889412974095,4.776543091523321,0.0,NO ALERT,NO ALERT,NO ALERT,0.8635525547287026,12.0,1,2.71875,NO ALERT,20260711,06
Himachal Pradesh,Una,1.625,4.760764894001696,2.929701473231813,4.760764894001696,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,1.625,NO ALERT,20260711,06
Jammu and Kashmir,Anantnag (Kashmir South),11.607142746448517,2.7242648947058123,0.3,3.482142823934555,0.0,MODERATE,NO ALERT,NO ALERT,1.0,12.0,0,11.607142746448517,MODERATE,20260711,06
Jammu and Kashmir,Bagdam,8.916666850447655,1.6657434171669558,0.3,2.6750000551342965,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,8.916666850447655,NO ALERT,20260711,06
Jammu and Kashmir,Baramula (Kashmir North),9.214285738766193,2.0614657766431743,0.3,2.7642857216298578,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,9.214285738766193,NO ALERT,20260711,06
Jammu and Kashmir,Doda,8.34926475957036,2.7725555083583093,0.3320718156865564,2.7725555083583093,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,8.34926475957036,NO ALERT,20260711,06
Jammu and Kashmir,Jammu,4.5625,5.535667909023492,1.2132970759503545,5.535667909023492,0.0,NO ALERT,NO ALERT,NO ALERT,1.4875612624503696,12.0,1,4.5625,NO ALERT,20260711,06
Jammu and Kashmir,Kargil,2.5896739489398897,1.2119303932532162,0.4679857067525171,1.2119303932532162,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,2.5896739489398897,NO ALERT,20260711,06
Jammu and Kashmir,Kathua,3.375,6.343467680349538,1.879545979362826,6.343467680349538,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,3.375,NO ALERT,20260711,06
Jammu and Kashmir,Kupwara (Muzaffarabad),8.400000110268593,2.0692131354914953,0.3,2.520000033080578,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,8.400000110268593,NO ALERT,20260711,06
Jammu and Kashmir,Ladakh (Leh),2.8275000248104334,0.6180984136873184,0.3,0.84825000744313,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,2.8275000248104334,NO ALERT,20260711,06
Jammu and Kashmir,Pulwama,2.25,2.0657659869283846,0.9181182164126154,2.0657659869283846,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,2.25,NO ALERT,20260711,06
Jammu and Kashmir,Punch,9.137499988079071,2.235986455915725,0.3,2.741249996423721,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,9.137499988079071,NO ALERT,20260711,06
Jammu and Kashmir,Rajauri,6.6562499310821295,5.424694081351637,0.814977523007422,5.424694081351637,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,6.6562499310821295,NO ALERT,20260711,06
Jammu and Kashmir,Srinagar,21.0625,2.2801307443682464,0.3,6.31875,0.0,MODERATE,NO ALERT,NO ALERT,1.0,12.0,0,21.0625,MODERATE,20260711,06
Jammu and Kashmir,Udhampur,6.28125,5.385398581858776,0.8573768886541334,5.385398581858776,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,6.28125,NO ALERT,20260711,06
Jharkhand,Bokaro,1.28125,4.700562288208979,3.0,3.84375,0.0,NO ALERT,NO ALERT,NO ALERT,1.8584430649901527,12.0,2,1.28125,NO ALERT,20260711,06
Jharkhand,Chatra,1.4166666371747851,3.6032163306900626,2.5434468746125387,3.6032163306900626,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,1.4166666371747851,NO ALERT,20260711,06
Jharkhand,Deoghar,0.1875,3.941082497140112,3.0,0.5625,0.0,NO ALERT,NO ALERT,NO ALERT,1.2474202523983802,12.0,3,0.1875,NO ALERT,20260711,06
Jharkhand,Dhanbad,1.578125,4.259816988639227,2.6992899729991144,4.259816988639227,0.0,NO ALERT,NO ALERT,NO ALERT,1.1618217699979503,12.0,5,1.578125,NO ALERT,20260711,06
Jharkhand,Dumka,0.2624999973922968,3.9080785481692994,3.0,0.7874999921768904,0.0,NO ALERT,NO ALERT,NO ALERT,0.7264567529977237,12.0,3,0.2624999973922968,NO ALERT,20260711,06
Jharkhand,Garhwa,0.23958333395421505,3.1324157564267177,3.0,0.7187500018626451,0.0,NO ALERT,NO ALERT,NO ALERT,1.2786383769284917,12.0,4,0.23958333395421505,NO ALERT,20260711,06
Jharkhand,Giridih,0.4765625,3.512664829245577,3.0,1.4296875,0.0,NO ALERT,NO ALERT,NO ALERT,0.7993193719213361,12.0,3,0.4765625,NO ALERT,20260711,06
Jharkhand,Godda,0.3125,3.569494286016242,3.0,0.9375,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,0.3125,NO ALERT,20260711,06
Jharkhand,Gumla,2.1145833740010858,4.433724703415208,2.0967367652314337,4.433724703415208,0.0,NO ALERT,NO ALERT,NO ALERT,0.6740686120360838,12.0,11,2.1145833740010858,NO ALERT,20260711,06
Jharkhand,Hazaribag,1.4921875,3.8777191527085764,2.59868089815025,3.8777191527085764,0.0,NO ALERT,NO ALERT,NO ALERT,0.25,12.0,1,1.4921875,NO ALERT,20260711,06
Jharkhand,Jamtara,0.75,4.91715531196088,3.0,2.25,0.0,NO ALERT,NO ALERT,NO ALERT,1.151066071554397,12.0,2,0.75,NO ALERT,20260711,06
Jharkhand,Koderma,0.2291666679084301,3.495051342051595,3.0,0.6875000037252903,0.0,NO ALERT,NO ALERT,NO ALERT,0.25,12.0,2,0.2291666679084301,NO ALERT,20260711,06
Jharkhand,Latehar,2.2812500400468707,4.138837377107851,1.814284845786924,4.138837377107851,0.0,NO ALERT,NO ALERT,NO ALERT,0.6373597871220994,12.0,2,2.2812500400468707,NO ALERT,20260711,06
Jharkhand,Lohardaga,3.40625,4.829176806076749,1.4177399797656511,4.829176806076749,0.0,NO ALERT,NO ALERT,NO ALERT,0.4711103126635557,12.0,6,3.40625,NO ALERT,20260711,06
Jharkhand,Pakur,0.125,3.753063220153116,3.0,0.375,0.0,NO ALERT,NO ALERT,NO ALERT,0.45644592301371756,12.0,2,0.125,NO ALERT,20260711,06
Jharkhand,Palamu,0.3303571408614516,3.6946009661907553,3.0,0.9910714225843549,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,0.3303571408614516,NO ALERT,20260711,06
Jharkhand,Pashchim Singhbhum,1.8125,4.9417450829472855,2.7264800457640197,4.9417450829472855,0.0,NO ALERT,NO ALERT,NO ALERT,1.7229329596803942,12.0,5,1.8125,NO ALERT,20260711,06
Jharkhand,Purba Singhbhum,0.4624999975785613,5.9425169343287,3.0,1.387499992735684,0.0,NO ALERT,NO ALERT,NO ALERT,0.768826917850743,12.0,6,0.4624999975785613,NO ALERT,20260711,06
Jharkhand,Ranchi,2.0170453768223524,5.027724408596791,2.492618394395001,5.027724408596791,0.0,NO ALERT,NO ALERT,NO ALERT,1.5625916256193615,12.0,2,2.0170453768223524,NO ALERT,20260711,06
Jharkhand,Sahibganj,2.775000000372529,4.044751788381844,1.4575682118338225,4.044751788381844,0.0,NO ALERT,NO ALERT,NO ALERT,3.4509302598083735,12.0,1,2.775000000372529,NO ALERT,20260711,06
Jharkhand,Saraikela Kharsawan,0.6458333432674408,5.733616504250052,3.0,1.9375000298023224,0.0,NO ALERT,NO ALERT,NO ALERT,0.9143783803456725,12.0,6,0.6458333432674408,NO ALERT,20260711,06
Jharkhand,Simdega,1.84375,4.722004674285753,2.5610872809685437,4.722004674285753,0.0,NO ALERT,NO ALERT,NO ALERT,1.023159142028211,12.0,10,1.84375,NO ALERT,20260711,06
Karnataka,Bagalkot,0.0,2.319289345765767,1.0,0.0,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,0.0,NO ALERT,20260711,06
Karnataka,Bangalore Rural,0.0535714291036129,2.1884747372885505,1.0,0.0535714291036129,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,0.0535714291036129,NO ALERT,20260711,06
Karnataka,Bangalore Urban,0.109375,2.474732405360635,3.0,0.328125,0.0,NO ALERT,NO ALERT,NO ALERT,0.25,12.0,1,0.109375,NO ALERT,20260711,06
Karnataka,Belgaum,0.18382353615015745,2.556751311296037,3.0,0.5514706084504724,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,0.18382353615015745,NO ALERT,20260711,06
Karnataka,Bellary,0.011363636702299118,2.2268001976004275,1.0,0.011363636702299118,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,0.011363636702299118,NO ALERT,20260711,06
Karnataka,Bidar,0.0,3.882271862281784,1.0,0.0,0.0,NO ALERT,NO ALERT,NO ALERT,0.3816388239981184,12.0,3,0.0,NO ALERT,20260711,06
Karnataka,Bijapur,0.0,2.7813795239199863,1.0,0.0,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,0.0,NO ALERT,20260711,06
Karnataka,Chamrajnagar,0.031250000931322575,2.249279313201093,1.0,0.031250000931322575,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,0.031250000931322575,NO ALERT,20260711,06
Karnataka,Chikmagalur,0.8562499918043613,4.768645332863886,3.0,2.568749975413084,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,0.8562499918043613,NO ALERT,20260711,06
Karnataka,Chitradurga,0.03977272845804691,1.8952326569172693,1.0,0.03977272845804691,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,0.03977272845804691,NO ALERT,20260711,06
Karnataka,Dakshin Kannad,3.1666666716337204,12.874028079007587,3.0,9.500000014901161,0.0,NO ALERT,NO ALERT,NO ALERT,1.9218339407908034,12.0,24,3.1666666716337204,NO ALERT,20260711,06
Karnataka,Davanagere,0.1640625,2.309611436012775,3.0,0.4921875,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,0.1640625,NO ALERT,20260711,06
Karnataka,Dharwad,0.15625,2.4117541399567504,3.0,0.46875,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,0.15625,NO ALERT,20260711,06
Karnataka,Gadag,0.015625,2.455198157458783,1.0,0.015625,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,0.015625,NO ALERT,20260711,06
Karnataka,Gulbarga,0.0,3.212315544752381,1.0,0.0,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,0.0,NO ALERT,20260711,06
Karnataka,Hassan,0.5000000023283064,2.7558190115388124,3.0,1.5000000069849193,0.0,NO ALERT,NO ALERT,NO ALERT,0.7532497359856963,12.0,1,0.5000000023283064,NO ALERT,20260711,06
Karnataka,Haveri,0.2374999988824129,2.1994116749257255,3.0,0.7124999966472387,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,0.2374999988824129,NO ALERT,20260711,06
Karnataka,Kodagu,1.5625,4.04941120376836,2.5916231704117503,4.04941120376836,0.0,NO ALERT,NO ALERT,NO ALERT,0.8355110324699402,12.0,3,1.5625,NO ALERT,20260711,06
Karnataka,Kolar,0.0,2.571202077977313,1.0,0.0,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,0.0,NO ALERT,20260711,06
Karnataka,Koppal,0.0,2.4781246175767158,1.0,0.0,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,0.0,NO ALERT,20260711,06
Karnataka,Mandya,0.015625,3.0783494458036267,1.0,0.015625,0.0,NO ALERT,NO ALERT,NO ALERT,0.4770362200353594,12.0,1,0.015625,NO ALERT,20260711,06
Karnataka,Mysore,0.1796875,2.2915660281576318,3.0,0.5390625,0.0,NO ALERT,NO ALERT,NO ALERT,0.25,12.0,1,0.1796875,NO ALERT,20260711,06
Karnataka,Raichur,0.0,2.6592495039394595,1.0,0.0,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,0.0,NO ALERT,20260711,06
Karnataka,Shimoga,1.0795454531908035,6.5878155576893285,3.0,3.2386363595724106,0.0,NO ALERT,NO ALERT,NO ALERT,2.459483345842129,12.0,8,1.0795454531908035,NO ALERT,20260711,06
Karnataka,Tumkur,0.017045455053448677,2.168850454328069,1.0,0.017045455053448677,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,0.017045455053448677,NO ALERT,20260711,06
Karnataka,Udupi,2.677083283662796,14.528715578466654,3.0,8.031249850988388,0.0,NO ALERT,NO ALERT,NO ALERT,1.708012034707274,12.0,24,2.677083283662796,NO ALERT,20260711,06
Karnataka,Uttar Kannand,1.2067307531833649,7.687415564985057,3.0,3.6201922595500946,0.0,NO ALERT,NO ALERT,NO ALERT,2.121107191959372,12.0,20,1.2067307531833649,NO ALERT,20260711,06
Kerala,Alappuzha,0.75,9.130161097074208,3.0,2.25,0.0,NO ALERT,NO ALERT,NO ALERT,3.7142734748858035,12.0,2,0.75,NO ALERT,20260711,06
Kerala,Ernakulam,5.25,10.186864899134594,1.94035521888278,10.186864899134594,0.0,NO ALERT,MODERATE,NO ALERT,0.9354924934170258,12.0,5,5.25,NO ALERT,20260711,06
Kerala,Idukki,4.699999910779297,7.290472703204579,1.551164434383098,7.290472703204579,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,4.699999910779297,NO ALERT,20260711,06
Kerala,Kannur,1.953125,10.566954582174347,3.0,5.859375,0.0,NO ALERT,NO ALERT,NO ALERT,1.783053361614567,12.0,23,1.953125,NO ALERT,20260711,06
Kerala,Kasaragod,1.9166666474193335,13.983345633411789,3.0,5.749999942258,0.0,NO ALERT,NO ALERT,NO ALERT,2.001206151728094,12.0,24,1.9166666474193335,NO ALERT,20260711,06
Kerala,Kollam,1.09375,7.2060114334605325,3.0,3.28125,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,1.09375,NO ALERT,20260711,06
Kerala,Kottayam,3.984375,10.834715970110608,2.719301263086584,10.834715970110608,0.0,NO ALERT,MODERATE,NO ALERT,4.0,12.0,2,3.984375,NO ALERT,20260711,06
Kerala,Kozhikode,1.7500000186264515,9.77419865513093,3.0,5.2500000558793545,0.0,NO ALERT,NO ALERT,NO ALERT,1.8081457114969108,12.0,22,1.7500000186264515,NO ALERT,20260711,06
Kerala,Malappuram,0.5500000063329935,7.624092894494534,3.0,1.6500000189989805,0.0,NO ALERT,NO ALERT,NO ALERT,1.2892145803704882,12.0,17,0.5500000063329935,NO ALERT,20260711,06
Kerala,Palakkad,1.3749999841675162,6.467555750474402,3.0,4.124999952502549,0.0,NO ALERT,NO ALERT,NO ALERT,1.1337592708397202,12.0,2,1.3749999841675162,NO ALERT,20260711,06
Kerala,Pattanamtitta,1.687500037252903,5.576750694501073,3.0,5.062500111758709,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,1.687500037252903,NO ALERT,20260711,06
Kerala,Thiruvananthapuram,0.4374999962747097,5.379081669810428,3.0,1.312499988824129,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,0.4374999962747097,NO ALERT,20260711,06
Kerala,Thrissur,1.0625,9.53189960109861,3.0,3.1875,0.0,NO ALERT,NO ALERT,NO ALERT,1.9777820918108848,12.0,7,1.0625,NO ALERT,20260711,06
Kerala,Wayanad,1.0625,5.060368582616522,3.0,3.1875,0.0,NO ALERT,NO ALERT,NO ALERT,1.295383073944219,12.0,2,1.0625,NO ALERT,20260711,06
Lakshadweep,Kavaratti,0.0,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,NO ALERT,1.0,12.0,0,0.0,NO ALERT,20260711,06
Madhya Pradesh,Anuppur,3.28125,3.339881654757343,1.0178686947831903,3.339881654757343,0.0,NO ALERT,NO ALERT,NO ALERT,1.0406217096617247,12.0,6,3.28125,NO ALERT,20260711,06
Madhya Pradesh,Ashoknagar,0.0,4.194420456246698,1.0,0.0,0.0,NO ALERT,NO ALERT,NO ALERT,0.80977416589061,12.0,5,0.0,NO ALERT,20260711,06
Madhya Pradesh,Balaghat,5.548076831735671,3.8944276737824506,0.7019419146299224,3.8944276737824506,0.0,NO ALERT,NO ALERT,NO ALERT,1.4850939770585974,12.0,13,5.548076831735671,NO ALERT,20260711,06
Madhya Pradesh,Barwani,0.078125,2.6780908407362767,1.0,0.078125,0.0,NO ALERT,NO ALERT,NO ALERT,0.8641097470071105,12.0,9,0.078125,NO ALERT,20260711,06
Madhya Pradesh,Betul,0.21484375,3.04709852689571,3.0,0.64453125,0.0,NO ALERT,NO ALERT,NO ALERT,0.4707202902599889,12.0,12,0.21484375,NO ALERT,20260711,06
Madhya Pradesh,Bhind,0.0357142873108387,2.672221248120128,1.0,0.0357142873108387,0.0,NO ALERT,NO ALERT,NO ALERT,2.002284394868617,12.0,4,0.0357142873108387,NO ALERT,20260711,06
Madhya Pradesh,Bhopal,0.0,3.5732357434663053,1.0,0.0,0.0,NO ALERT,NO ALERT,NO ALERT,0.965758129123207,12.0,8,0.0,NO ALERT,20260711,06
Madhya Pradesh,Burhanpur,0.031250000931322575,2.7952609926530214,1.0,0.031250000931322575,0.0,NO ALERT,NO ALERT,NO ALERT,0.47609702184788655,12.0,10,0.031250000931322575,NO ALERT,20260711,06
Madhya Pradesh,Chhatarpur,0.052884616423398256,3.6884301831932036,1.0,0.052884616423398256,0.0,NO ALERT,NO ALERT,NO ALERT,1.1390552140141668,12.0,3,0.052884616423398256,NO ALERT,20260711,06
Madhya Pradesh,Chhindwara,0.17916666762903333,3.2933654544451465,3.0,0.5375000028871,0.0,NO ALERT,NO ALERT,NO ALERT,0.8208109739115631,12.0,12,0.17916666762903333,NO ALERT,20260711,06
Madhya Pradesh,Damoh,0.6812500134110451,3.2008844032863233,3.0,2.0437500402331352,0.0,NO ALERT,NO ALERT,NO ALERT,0.6607363343516389,12.0,3,0.6812500134110451,NO ALERT,20260711,06
Madhya Pradesh,Datia,0.0,2.4280065264671906,1.0,0.0,0.0,NO ALERT,NO ALERT,NO ALERT,1.8143163350798661,12.0,4,0.0,NO ALERT,20260711,06
Madhya Pradesh,Dewas,0.07638889132067561,3.2608147782799497,1.0,0.07638889132067561,0.0,NO ALERT,NO ALERT,NO ALERT,1.333471306297058,12.0,17,0.07638889132067561,NO ALERT,20260711,06
Madhya Pradesh,Dhar,0.18750000186264515,2.6995086341576737,3.0,0.5625000055879354,0.0,NO ALERT,NO ALERT,NO ALERT,0.4103953992378184,12.0,11,0.18750000186264515,NO ALERT,20260711,06
